id,orderId,userId,type,description,reportedAt,attachments,severity,status,resolvedAt,resolvedBy,issueRef
95bdb897-a59a-4dfe-aba5-b095ba79e79d,COM-64706,USR-5627,ArticleManquant,"salade manquant, veuillez résoudre immédiatement.",2/17/2025 14:19,"image_5748.jpg,image_8556.jpg",élevé,Ouvert,,,REF-838190
fceac69e-6e6a-435a-bfdf-910797fe9dfb,COM-73910,USR-6991,NourritureEndommagée,"La commande était gâté, très déçu.",10/21/2024 14:19,image_4887.jpg,élevé,Escaladé,,,REF-936738
db75911f-2e7f-4161-9cb6-a9009c4a2e90,COM-53481,USR-3577,CommandeErronée,"Mauvais article livré, frites à la place de sandwich.",4/14/2025 14:19,image_3577.jpg,faible,Ouvert,,,REF-344827
b43cd3da-75dd-405b-946f-79ee7b704e2a,COM-54399,USR-9539,CommandeErronée,"Livré salade, mais je voulais pizza, c'est inacceptable.",3/31/2025 14:19,image_4177.jpg,moyen,Résolu,3/31/2025 15:19,MOD-18,REF-583235
51e09f4d-2717-4931-8110-2f1607dac65e,COM-55996,USR-9576,MauvaiseQualité,"salade était écrasé, totalement dégoûtant !",9/17/2024 14:19,"image_9554.jpg,image_7312.jpg",élevé,Escaladé,,,REF-657231
a0548df5-d1e6-4e42-89ce-843b201b4dd2,COM-22679,USR-6160,MauvaiseQualité,"Qualité médiocre de pizza, très frustrant.",9/5/2024 14:19,image_7806.jpg,élevé,Résolu,9/6/2024 8:19,MOD-16,REF-629871
bf77f1d0-727a-401c-b2aa-431aaaf91370,COM-43090,USR-3891,LivraisonRetard,"Retard de 90 minutes, c'est scandaleux et dérangeant !",8/25/2024 14:19,,moyen,Résolu,8/26/2024 16:19,MOD-1,REF-384934
dc47d0c7-c968-412a-bea7-887925fb9c72,COM-81925,USR-5701,LivraisonRetard,"Retard de 90 minutes, c'est scandaleux et dérangeant !",4/14/2025 14:19,,moyen,Ouvert,,,REF-536395
4f0429a2-953f-439c-a034-07f0e97fd20b,COM-35361,USR-8722,NourritureEndommagée,"Tout était trempé, expérience catastrophique.",7/18/2024 14:19,image_6043.jpg,élevé,Escaladé,,,REF-418982
5b147074-5311-4018-ade7-65e39af4d0ff,COM-12210,USR-4979,ArticleManquant,"Il manque pâtes dans ma commande, très décevant.",11/3/2024 14:19,,moyen,Ouvert,,,REF-624659
fe4aedce-0ac1-4624-8f7c-533a4fa9ac86,COM-20461,USR-2045,LivraisonRetard,"Retard de 1 heure, c'est scandaleux et dérangeant !",10/31/2024 14:19,,moyen,Escaladé,,,REF-818895
4005ff7a-4a34-4bd5-8e40-a04bec7f50ce,COM-95709,USR-5354,NourritureEndommagée,"frites est arrivé écrasé, besoin d'un remplacement.",1/26/2025 14:19,,faible,Ouvert,,,REF-416824
0c692521-7325-41b5-b4a6-443107dd7c6c,COM-67707,USR-9357,NourritureEndommagée,"salade livré froid, c'est scandaleux et dangereux !",3/31/2025 14:19,image_1966.jpg,élevé,Résolu,4/2/2025 7:19,MOD-7,REF-574162
f3789573-60a9-4d95-b3b6-9f247df84958,COM-45072,USR-9548,CommandeErronée,"Mauvais article livré, pâtes à la place de pâtes.",3/27/2025 14:19,"image_6656.jpg,image_3534.jpg",faible,Escaladé,,,REF-973434
4b26d179-142c-4e0c-95d6-20fe640ce095,COM-36867,USR-3428,LivraisonRetard,"J'ai attendu 90 minutes pour ma commande, très frustrant.",9/18/2024 14:19,,moyen,Escaladé,,,REF-467108
f7ad9c04-504b-4106-b834-b9cca1f1dc1b,COM-21123,USR-2189,NourritureEndommagée,"Tout était écrasé, expérience catastrophique.",4/29/2025 14:19,image_7677.jpg,élevé,Escaladé,,,REF-432460
bd42733a-470a-4cd6-83cc-4c315e3faf99,COM-83581,USR-3357,LivraisonRetard,"Commande arrivée après 90 minutes, vraiment pas satisfait.",6/27/2025 14:19,,moyen,Résolu,6/27/2025 17:19,MOD-6,REF-802868
794a7d1d-655d-43cd-beba-69bccc38d1b3,COM-57389,USR-3440,ArticleManquant,"sushi manquant, veuillez résoudre immédiatement.",11/19/2024 14:19,,moyen,Ouvert,,,REF-826781
13f57efc-1fe5-43eb-b0da-9f82349dedd0,COM-46519,USR-6936,LivraisonRetard,"Commande arrivée après 1 heure, vraiment pas satisfait.",10/13/2024 14:19,image_5397.jpg,élevé,Ouvert,,,REF-355014
176b3b5e-6eb3-4284-867c-d88f64c044b9,COM-52298,USR-2577,MauvaiseQualité,"Qualité médiocre de burger, très frustrant.",9/27/2024 14:19,,moyen,Ouvert,,,REF-115351
204349b8-b6b3-4e4a-bc5a-ae7e37a0cad1,COM-56745,USR-4423,NourritureEndommagée,"La nourriture était écrasé, totalement immangeable.",7/16/2024 14:19,image_7568.jpg,élevé,Escaladé,,,REF-880919
c804e4e7-c0a6-4795-b713-7966687e1d34,COM-92392,USR-4199,LivraisonRetard,"La commande a été livrée avec 30 minutes de retard, la nourriture était froide.",8/11/2024 14:19,"image_4825.jpg,image_9758.jpg",moyen,Ouvert,,,REF-795575
4efc5e6e-9a19-4370-993b-9b4aa8d1b059,COM-68088,USR-1487,CommandeErronée,J'ai reçu burger au lieu de burger.,10/4/2024 14:19,,faible,Résolu,10/6/2024 8:19,MOD-14,REF-414761
b0f12c0f-5e03-407a-b614-27b93cc657fe,COM-77025,USR-4145,NourritureEndommagée,"frites était trempé, qualité inacceptable.",8/1/2024 14:19,,élevé,Résolu,8/3/2024 11:19,MOD-14,REF-419721
bd53c9f3-78df-45a7-81a0-61e0c3e79528,COM-51039,USR-1009,CommandeErronée,"J'ai commandé pâtes, mais j'ai reçu sandwich.",11/4/2024 14:19,,faible,Résolu,11/4/2024 22:19,MOD-8,REF-499938
c43f0da1-e74d-419a-a211-0d1702877220,COM-71269,USR-8451,NourritureEndommagée,"salade était froid, qualité inacceptable.",3/14/2025 14:19,image_7306.jpg,élevé,Résolu,3/16/2025 9:19,MOD-8,REF-887110
9e2a67cb-49f6-40db-a093-944e78efcfea,COM-93421,USR-5251,MauvaiseQualité,"frites était brûlé, je ne commanderai plus.",3/23/2025 14:19,image_1154.jpg,faible,Escaladé,,,REF-494360
cb6f1821-9705-4c90-8d0b-6276150e24f8,COM-74385,USR-8542,MauvaiseQualité,"burger était trempé, je ne commanderai plus.",5/20/2025 14:19,image_4279.jpg,faible,Résolu,5/21/2025 0:19,MOD-14,REF-960208
1dadbb26-a301-4517-ae36-7bd1b2f27fe4,COM-50450,USR-2680,ArticleManquant,"Je n'ai pas reçu sushi, besoin d'un remboursement.",3/6/2025 14:19,image_3826.jpg,faible,Escaladé,,,REF-499434
11e15fd2-444f-4ff5-b3ad-6f522289f59b,COM-89438,USR-1795,LivraisonRetard,"Retard de 2 heures, c'est scandaleux et dérangeant !",11/19/2024 14:19,,élevé,Escaladé,,,REF-786136
45fc6b0b-0e98-4be6-9811-a8c93953f1b7,COM-58536,USR-4128,ArticleManquant,"Je n'ai pas reçu sandwich, besoin d'un remboursement.",6/9/2025 14:19,"image_9967.jpg,image_2839.jpg",faible,Escaladé,,,REF-765219
8b2be59c-953b-444e-a2f8-e30aa52c3e9b,COM-31939,USR-8781,NourritureEndommagée,"sandwich livré écrasé, c'est scandaleux et dangereux !",8/11/2024 14:19,image_1353.jpg,élevé,Résolu,8/12/2024 20:19,MOD-8,REF-898950
af74759c-1579-4c51-b7e6-fe428c4e9dc5,COM-54105,USR-3938,CommandeErronée,"Erreur sur ma commande : burger au lieu de frites, très agaçant.",6/27/2024 14:19,image_1497.jpg,élevé,Résolu,6/28/2024 13:19,MOD-9,REF-140924
9b22f677-05dd-4174-8e13-2253bdc5c32b,COM-19699,USR-7615,CommandeErronée,"Erreur sur ma commande : sushi au lieu de pâtes, très agaçant.",7/8/2024 14:19,image_4289.jpg,élevé,Ouvert,,,REF-820175
dd551d8e-756e-47fb-b2d6-4d9289583dee,COM-22862,USR-1400,NourritureEndommagée,"Tout était écrasé, expérience catastrophique.",12/3/2024 14:19,"image_2900.jpg,image_7895.jpg",élevé,Escaladé,,,REF-917456
f7f5cf80-5217-44da-900b-a0068bfc6aa8,COM-34131,USR-5226,ArticleManquant,"frites manquant, veuillez résoudre immédiatement.",7/31/2024 14:19,,moyen,Résolu,8/1/2024 14:19,MOD-2,REF-157318
f0ba4bd8-b62b-4c0b-acfa-8b17a29146a8,COM-18432,USR-1039,CommandeErronée,"Mauvais article livré, pizza à la place de pâtes.",1/31/2025 14:19,,faible,Escaladé,,,REF-511050
76e26958-67a4-4e45-9db4-56e894a229d6,COM-71918,USR-5511,LivraisonRetard,"Livraison retardée de 1 heure, totalement inacceptable !",2/16/2025 14:19,image_6846.jpg,élevé,Ouvert,,,REF-805227
ea7b5504-2706-4e25-9bf8-1724015547d2,COM-65382,USR-5464,CommandeErronée,"Mauvais article livré, pizza à la place de pizza.",11/17/2024 14:19,,faible,Résolu,11/17/2024 17:19,MOD-13,REF-259177
6e77ae23-114d-4476-9187-94f8ad70c8ac,COM-74269,USR-1132,NourritureEndommagée,"sandwich livré gâté, c'est scandaleux et dangereux !",9/7/2024 14:19,image_4280.jpg,élevé,Ouvert,,,REF-755367
afe066c9-b20c-4e49-8bd4-0ac93b6f3ba2,COM-30155,USR-4502,NourritureEndommagée,"La commande était gâté, très déçu.",1/13/2025 14:19,image_3336.jpg,élevé,Escaladé,,,REF-143123
37446e86-0fc9-47ff-9f1b-4fe5c9d9aba7,COM-12967,USR-9161,CommandeErronée,"Livré frites, mais je voulais sushi, c'est inacceptable.",8/18/2024 14:19,image_9709.jpg,moyen,Escaladé,,,REF-445983
af175887-8d1b-404d-a042-49d23c2f37aa,COM-13097,USR-5876,CommandeErronée,"J'ai commandé frites, mais j'ai reçu frites.",8/24/2024 14:19,,faible,Escaladé,,,REF-175436
076ce064-199c-4c31-a661-11da4302a644,COM-18865,USR-6194,MauvaiseQualité,"La nourriture était brûlé, pas à la hauteur.",6/8/2025 14:19,,faible,Résolu,6/9/2025 21:19,MOD-12,REF-440228
8e8a5742-5b60-49a4-9aa4-911a06d4a794,COM-33441,USR-1016,MauvaiseQualité,"Qualité médiocre de sandwich, très frustrant.",1/23/2025 14:19,,moyen,Résolu,1/24/2025 12:19,MOD-18,REF-732199
1d3326b0-c40a-4da6-a3e3-60806322b4dd,COM-96816,USR-6883,NourritureEndommagée,"pâtes est arrivé brûlé, besoin d'un remplacement.",12/23/2024 14:19,,faible,Ouvert,,,REF-797385
c2873a32-aeea-4e86-9078-c1de625242f2,COM-56965,USR-3880,MauvaiseQualité,"pâtes était sans goût, totalement dégoûtant !",3/6/2025 14:19,,élevé,Ouvert,,,REF-519320
775a485f-a34f-4f4f-ad1c-aca8a18ee81b,COM-58645,USR-4460,CommandeErronée,"Livré frites, mais je voulais salade, c'est inacceptable.",12/10/2024 14:19,,faible,Résolu,12/10/2024 18:19,MOD-20,REF-322887
acd42bc2-3d2c-4006-98b9-bdc3c89771a7,COM-92418,USR-7652,ArticleManquant,"Commande incomplète, salade non livré.",12/21/2024 14:19,"image_2936.jpg,image_7933.jpg",faible,Résolu,12/21/2024 22:19,MOD-17,REF-324218
67572fc9-c6b1-460a-96e9-a13adb30c7a2,COM-77438,USR-9147,NourritureEndommagée,"Tout était brûlé, expérience catastrophique.",3/11/2025 14:19,,élevé,Escaladé,,,REF-327977
eccb22b1-0c4d-4431-b0b9-2d97388cde33,COM-44345,USR-9306,MauvaiseQualité,"Qualité médiocre de sandwich, très frustrant.",10/7/2024 14:19,,moyen,Résolu,10/8/2024 18:19,MOD-17,REF-334566
a2468252-13eb-4585-8038-269103d0ac3d,COM-60303,USR-1198,LivraisonRetard,"La nourriture est arrivée avec 2 heures de retard, service décevant.",9/28/2024 14:19,image_8511.jpg,élevé,Escaladé,,,REF-122783
cf26fd52-6d2c-4c6c-b497-eb95589d1c38,COM-38098,USR-2060,CommandeErronée,"Commande erronée livrée, j'ai eu burger et non frites.",9/9/2024 14:19,,faible,Résolu,9/9/2024 17:19,MOD-13,REF-950257
ad003456-868e-41a2-ad47-97b7d9e65142,COM-96867,USR-4626,ArticleManquant,"Pas de salade, c'est inacceptable et frustrant !",1/17/2025 14:19,,moyen,Résolu,1/17/2025 19:19,MOD-1,REF-357895
8b030339-0c34-428c-b5ff-571e7f7a790e,COM-73540,USR-8630,ArticleManquant,"Il manque sandwich dans ma commande, très décevant.",3/16/2025 14:19,,moyen,Résolu,3/17/2025 14:19,MOD-2,REF-283921
4e438be9-36ce-4240-a8cf-cd78cd442b3a,COM-73127,USR-8124,CommandeErronée,J'ai reçu sushi au lieu de pâtes.,5/1/2025 14:19,image_4737.jpg,faible,Ouvert,,,REF-872529
a2109178-7355-461f-aa53-49f9816e390f,COM-54617,USR-1112,MauvaiseQualité,"Très mauvaise qualité de frites, immangeable.",5/10/2025 14:19,,élevé,Résolu,5/11/2025 20:19,MOD-6,REF-135786
43496c9a-f4a8-4f3e-b977-bc2d7d31674a,COM-88800,USR-4462,LivraisonRetard,"La commande a été livrée avec 30 minutes de retard, la nourriture était froide.",8/9/2024 14:19,"image_3490.jpg,image_4474.jpg",moyen,Ouvert,,,REF-806410
0b5001ba-4b76-4131-b7b0-d01ad84bd2cc,COM-45330,USR-1877,NourritureEndommagée,"La nourriture était gâté, totalement immangeable.",11/20/2024 14:19,"image_5974.jpg,image_8993.jpg",élevé,Résolu,11/20/2024 23:19,MOD-16,REF-612210
c8ca05d7-b8a3-45d8-b8d0-2b9b90b302de,COM-71277,USR-8604,LivraisonRetard,"Livraison retardée de 90 minutes, totalement inacceptable !",8/13/2024 14:19,"image_5952.jpg,image_9843.jpg",élevé,Ouvert,,,REF-703401
5e7b79f6-4146-4261-97c1-370219d7ada0,COM-93662,USR-7993,MauvaiseQualité,"burger avait un goût froid, expérience horrible.",3/18/2025 14:19,,élevé,Ouvert,,,REF-537948
2874d25c-0ddc-4d8e-be16-6a35797f619c,COM-55152,USR-3854,LivraisonRetard,"Commande arrivée après 1 heure, vraiment pas satisfait.",6/5/2025 14:19,image_1365.jpg,élevé,Ouvert,,,REF-137315
d4511d2f-2bb1-4851-8728-170b668e159f,COM-71601,USR-9602,NourritureEndommagée,"pâtes livré brûlé, c'est scandaleux et dangereux !",12/13/2024 14:19,,élevé,Ouvert,,,REF-311873
4ab99646-0122-440b-a1fb-0491ac140ecc,COM-43903,USR-4752,ArticleManquant,"Commande incomplète, sandwich non livré.",3/2/2025 14:19,,faible,Ouvert,,,REF-242680
c2afb87e-2bb3-4afb-b73f-74488c3225d1,COM-73433,USR-9607,MauvaiseQualité,"pizza était trempé, je ne commanderai plus.",9/17/2024 14:19,image_6661.jpg,faible,Ouvert,,,REF-492680
1fd58852-9d52-4484-9a71-b8c805f035b6,COM-90342,USR-5876,LivraisonRetard,"Commande arrivée après 30 minutes, vraiment pas satisfait.",4/25/2025 14:19,,moyen,Escaladé,,,REF-589061
eafd8b10-9ad8-42ae-b948-6ed25c350cce,COM-14248,USR-2232,MauvaiseQualité,"Qualité médiocre de frites, très frustrant.",8/14/2024 14:19,,moyen,Escaladé,,,REF-447547
703d0e01-1ff2-4a5c-9996-ac3ad1c63be5,COM-27889,USR-6218,NourritureEndommagée,"salade était brûlé, qualité inacceptable.",10/2/2024 14:19,,élevé,Résolu,10/2/2024 21:19,MOD-2,REF-444516
793b3dc8-cb8b-474f-9a05-cdf296fda200,COM-65741,USR-8363,ArticleManquant,"Pas de pâtes, c'est inacceptable et frustrant !",4/4/2025 14:19,,moyen,Ouvert,,,REF-657261
3cd9ec90-63b5-44c6-90f3-00899eeca329,COM-17259,USR-8712,MauvaiseQualité,"frites avait un goût sans goût, expérience horrible.",6/20/2025 14:19,,élevé,Ouvert,,,REF-415605
78583589-3a8f-4087-9a62-caa394c6beae,COM-96233,USR-1201,MauvaiseQualité,"Très mauvaise qualité de burger, immangeable.",4/22/2025 14:19,,élevé,Escaladé,,,REF-109499
06c0a237-078e-4b79-a199-b4e891ca49ec,COM-75449,USR-2196,MauvaiseQualité,"Très mauvaise qualité de pâtes, immangeable.",6/5/2025 14:19,,élevé,Escaladé,,,REF-159445
03a6c343-2a48-4620-8950-11e15c43c76d,COM-71925,USR-3642,MauvaiseQualité,"Qualité médiocre de salade, très frustrant.",3/18/2025 14:19,,moyen,Escaladé,,,REF-689616
4133b817-fa33-4c7d-bdce-6b1d05f8f28a,COM-52350,USR-8403,NourritureEndommagée,"burger livré écrasé, c'est scandaleux et dangereux !",12/10/2024 14:19,,élevé,Escaladé,,,REF-639277
65d26c36-6f63-4978-992b-7295a5b047a4,COM-90458,USR-7119,NourritureEndommagée,"La commande était brûlé, très déçu.",4/12/2025 14:19,,faible,Escaladé,,,REF-896086
392780e1-f48b-4d2f-b9ca-b1f7619728e3,COM-87733,USR-5635,ArticleManquant,"Commande incomplète, pizza non livré.",10/30/2024 14:19,"image_6886.jpg,image_9589.jpg",faible,Résolu,10/30/2024 20:19,MOD-16,REF-673114
9f516704-76a4-4deb-90c0-132389366a05,COM-65956,USR-5465,LivraisonRetard,"J'ai attendu 2 heures pour ma commande, très frustrant.",8/14/2024 14:19,,élevé,Escaladé,,,REF-897524
f3051034-304f-4efb-80ab-eaf776f565a3,COM-85127,USR-6719,NourritureEndommagée,"pâtes livré trempé, c'est scandaleux et dangereux !",1/8/2025 14:19,image_4785.jpg,élevé,Escaladé,,,REF-707663
8a2b66c4-d0e7-48ca-b4f2-ca0064f5e1a8,COM-25950,USR-6886,MauvaiseQualité,"pâtes avait un goût froid, expérience horrible.",5/15/2025 14:19,,élevé,Résolu,5/16/2025 6:19,MOD-9,REF-366667
57c3a29d-dac1-4214-b3a9-22a4d0aaedd3,COM-38603,USR-5834,NourritureEndommagée,"pizza livré gâté, c'est scandaleux et dangereux !",8/23/2024 14:19,image_8497.jpg,élevé,Ouvert,,,REF-884585
2cf8e4ec-a459-4586-92e6-e528e8528c92,COM-68508,USR-7974,MauvaiseQualité,"burger était froid, totalement dégoûtant !",8/15/2024 14:19,,élevé,Ouvert,,,REF-786546
ed19ad04-2199-401e-bfb2-6d14b0c3e94b,COM-18494,USR-4840,ArticleManquant,"Il manque salade dans ma commande, très décevant.",9/18/2024 14:19,image_6710.jpg,élevé,Résolu,9/19/2024 12:19,MOD-19,REF-573398
fefd5702-5a75-4919-aa61-c8e429411fca,COM-84342,USR-8637,CommandeErronée,"Commande erronée livrée, j'ai eu pizza et non sandwich.",3/3/2025 14:19,,faible,Résolu,3/5/2025 14:19,MOD-20,REF-851027
c9ec7bfa-f1da-4351-810c-4822705c2b0d,COM-39746,USR-7176,NourritureEndommagée,"salade est arrivé trempé, besoin d'un remplacement.",8/23/2024 14:19,"image_1262.jpg,image_4971.jpg",faible,Résolu,8/24/2024 22:19,MOD-6,REF-548141
4bbb8e66-4cae-4af0-b1ae-7cfbfd46aeb1,COM-70649,USR-9299,LivraisonRetard,"Retard de 90 minutes, c'est scandaleux et dérangeant !",9/5/2024 14:19,"image_7594.jpg,image_6478.jpg",élevé,Ouvert,,,REF-784467
8024c2ff-2278-434a-a15d-dfa7b33595a0,COM-98983,USR-3992,ArticleManquant,"pâtes manquant, veuillez résoudre immédiatement.",7/19/2024 14:19,"image_8371.jpg,image_7430.jpg",élevé,Résolu,7/20/2024 4:19,MOD-5,REF-308006
f46a01b9-2288-4a12-8f8b-a720480dd2b9,COM-40244,USR-7259,LivraisonRetard,"Retard de 1 heure, c'est scandaleux et dérangeant !",4/5/2025 14:19,,moyen,Résolu,4/7/2025 5:19,MOD-9,REF-962925
d98741b1-0f1d-47e6-beb1-50a575943cb0,COM-64708,USR-7515,ArticleManquant,"Pas de pizza, c'est inacceptable et frustrant !",2/5/2025 14:19,,moyen,Ouvert,,,REF-593202
a55d2976-9a34-468e-b78d-f145a8d7bfab,COM-28453,USR-4095,CommandeErronée,"Commande erronée livrée, j'ai eu pizza et non frites.",7/31/2024 14:19,image_4333.jpg,faible,Résolu,8/2/2024 1:19,MOD-1,REF-720989
27e6f4be-53e8-472a-880f-c8cb0230b802,COM-29118,USR-2410,CommandeErronée,"Erreur sur ma commande : pâtes au lieu de sushi, très agaçant.",4/21/2025 14:19,image_6224.jpg,élevé,Résolu,4/22/2025 3:19,MOD-11,REF-444372
298a3b05-1f07-47f4-ad11-3e94bbe7c149,COM-64285,USR-1859,MauvaiseQualité,"Qualité médiocre de salade, très frustrant.",3/17/2025 14:19,,moyen,Ouvert,,,REF-529074
d9a04b93-62b6-4a67-b360-ca78f95b67b3,COM-98698,USR-6314,NourritureEndommagée,"pizza livré froid, c'est scandaleux et dangereux !",9/24/2024 14:19,,élevé,Ouvert,,,REF-976333
cb447db8-ad6d-48be-8ec5-111f159a2778,COM-85301,USR-6916,LivraisonRetard,"Retard de 1 heure, c'est scandaleux et dérangeant !",3/28/2025 14:19,,moyen,Escaladé,,,REF-266804
2f2264f8-c7a4-464e-8a88-ac67b3b4b6c9,COM-27664,USR-6281,MauvaiseQualité,"burger était trempé, totalement dégoûtant !",12/22/2024 14:19,image_1912.jpg,élevé,Escaladé,,,REF-306639
5ef44015-6c4b-43a2-8271-fb60f72baecf,COM-59096,USR-5231,CommandeErronée,"Erreur sur ma commande : sandwich au lieu de sandwich, très agaçant.",2/19/2025 14:19,image_7428.jpg,élevé,Ouvert,,,REF-276549
a11c6d5d-ade2-4c49-b715-579c90257d7f,COM-91731,USR-3938,CommandeErronée,"J'ai commandé frites, mais j'ai reçu salade.",12/11/2024 14:19,,faible,Escaladé,,,REF-549270
7123bc99-7cd9-49bd-9c3a-c60e7cf42c53,COM-31753,USR-5638,MauvaiseQualité,"La nourriture était sans goût, pas à la hauteur.",10/19/2024 14:19,,faible,Escaladé,,,REF-719533
3b915422-35b7-43f3-8d42-28dcfeb808af,COM-46729,USR-6220,ArticleManquant,"Il manque sandwich dans ma commande, très décevant.",6/2/2025 14:19,image_7950.jpg,élevé,Résolu,6/2/2025 22:19,MOD-15,REF-937566
e62e9c4b-675f-43d2-a82f-f9386d6ec3f3,COM-36526,USR-8032,ArticleManquant,"Il manque sandwich dans ma commande, très décevant.",6/1/2025 14:19,,moyen,Escaladé,,,REF-626115
ec96154a-55b5-4fb4-8b80-7b3a1378ecb0,COM-54601,USR-3248,ArticleManquant,"Pas de pâtes, c'est inacceptable et frustrant !",12/24/2024 14:19,,moyen,Escaladé,,,REF-125519
34634c02-bfb2-4d01-a03d-83ad4be25cb0,COM-35618,USR-2224,ArticleManquant,"Commande incomplète, pâtes non livré.",9/21/2024 14:19,,faible,Résolu,9/21/2024 15:19,MOD-13,REF-367617
acccde3a-8e72-4939-80d7-579632d67485,COM-58206,USR-2780,ArticleManquant,"Manque salade, service médiocre.",1/11/2025 14:19,image_7860.jpg,moyen,Ouvert,,,REF-275957
7b098a27-2605-45aa-b05f-b7c7815bed7e,COM-17484,USR-5859,ArticleManquant,"Il manque sushi dans ma commande, très décevant.",2/24/2025 14:19,,moyen,Escaladé,,,REF-307545
fa53dc01-0feb-444d-bdee-1f2b220d9909,COM-60386,USR-1120,LivraisonRetard,"Livraison retardée de 2 heures, totalement inacceptable !",10/23/2024 14:19,,élevé,Ouvert,,,REF-349883
de2c73a7-9c5c-4ce0-be51-c2eb04d9337e,COM-82466,USR-3074,ArticleManquant,"salade manquant, veuillez résoudre immédiatement.",8/1/2024 14:19,,moyen,Escaladé,,,REF-585012
1d133a98-afee-43ce-ac2b-18e2b0f92faa,COM-70669,USR-4976,LivraisonRetard,"La nourriture est arrivée avec 30 minutes de retard, service décevant.",9/26/2024 14:19,image_1135.jpg,élevé,Ouvert,,,REF-875296
70251f50-db59-4fa6-aa86-c97a1b4c5f59,COM-65404,USR-2831,LivraisonRetard,"J'ai attendu 1 heure pour ma commande, très frustrant.",12/29/2024 14:19,,moyen,Résolu,12/30/2024 0:19,MOD-6,REF-954079
1009bc4e-4081-4d8c-ac86-b1a19eef3822,COM-68552,USR-5532,CommandeErronée,J'ai reçu pâtes au lieu de sushi.,5/6/2025 14:19,"image_4561.jpg,image_1344.jpg",faible,Résolu,5/7/2025 10:19,MOD-4,REF-703384
